ID,latitud,longitd,municip,localdd,predio,causa,ecos,tipo,inicio,termino,renuevo,arboreo,arbustv,herbace,total,copa,dur,tempord,temp_añ,difftim,radio,pendint,altitud,CLAVE,TIPO_C,usv,dst_hrt,dist_gr,dist_vs,dist_rb,Prec,Tmin,Tmax,Prec30d,est
35-Ari-2002-04-20,19.092500000000001,-101.676944399999996,Ario de Rosales,Uruapa,Tocorio,,,,2002-04-20,2002-04-20,"2",0.000000000000000,"10","0",12.000000000000000,NA,NA,secas,"2002","1",195.439999999999998,1.178511261940002,1841.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,32.909900830917358,109.909997200736271,976.716105590650159,4473.335033177746482,0.000000000000000,7.500000000000000,26.500000000000000,1.000000000000000,_16515
36-Ari-2002-04-20,19.184722220000001,-101.724999999999994,Ario de Rosales,Ario,Cerro Sn. Miguel,,,,2002-04-20,2002-04-20,"4",2.000000000000000,"16","0",22.000000000000000,NA,NA,secas,"2002","1",264.629999999999995,18.633899688720703,1687.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,0.000000000000000,836.207632080188660,339.949366726533867,1086.717591412069623,0.000000000000000,7.500000000000000,26.500000000000000,1.000000000000000,_16515
37-Ari-2002-04-24,19.195833329999999,-101.723611099999999,Ario de Rosales,ARIO,CONDAZ,,,,2002-04-24,2002-04-24,"0",0.000000000000000,"5","10",15.000000000000000,NA,NA,secas,"2002","1",218.509999999999991,27.131366729736328,1822.000000000000000,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,251.782029841573120,290.123765579157464,670.922167490745323,670.922996578412494,0.000000000000000,9.500000000000000,27.000000000000000,1.000000000000000,_16515
38-Ari-2002-05-01,19.219444440000000,-101.709722200000002,Ario de Rosales,EL MANZANILLO,El Manzanillo,,,,2002-05-01,2002-05-01,"0",0.000000000000000,"2","0",2.000000000000000,NA,NA,lluvias,"2002","1",79.790000000000006,44.876373291015625,1928.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,121.810802160966944,100.355747887975141,0.000000000000000,9.500000000000000,27.500000000000000,1.000000000000000,_16515
39-Ari-2002-05-02,19.284722219999999,-101.754166699999999,Ario de Rosales,JOSE DE CHUEN,Tipitarillo,,,,2002-05-02,2002-05-02,"2",0.000000000000000,"15","0",17.000000000000000,NA,NA,lluvias,"2002","1",232.620000000000005,42.898460388183594,1841.000000000000000,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,10.725773041236019,0.000000000000000,3645.469292142341146,763.169346687042889,0.000000000000000,9.000000000000000,26.500000000000000,1.000000000000000,_16515
40-Ari-2002-05-03,19.201111109999999,-101.724722200000002,Ario de Rosales,MIGUEL SILVA,C. Sn Miguel,,,,2002-05-03,2002-05-03,"1",0.000000000000000,"3","0",4.000000000000000,NA,NA,lluvias,"2002","1",112.840000000000003,27.335365295410156,1914.000000000000000,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,419.307066611136406,29.471605839940796,400.580994488096394,343.704980818815500,0.000000000000000,8.500000000000000,26.500000000000000,1.000000000000000,_16515
41-Ari-2002-05-06,19.236111110000000,-101.609722199999993,Ario de Rosales,TEPAMAL,PIEDRAS NEGRAS,,,,2002-05-06,2002-05-06,"0",0.000000000000000,"2","0",2.000000000000000,NA,NA,lluvias,"2002","1",79.790000000000006,7.168604373931885,2221.000000000000000,C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,29.853380068316618,214.612126647004288,0.000000000000000,10.500000000000000,28.500000000000000,1.000000000000000,_16515
42-Ari-2002-05-08,19.235833329999998,-101.717777799999993,Ario de Rosales,LA CIENEGA,LA CIENEGA,,,,2002-05-08,2002-05-08,"0",0.000000000000000,"0","5",5.000000000000000,NA,NA,lluvias,"2002","1",126.159999999999997,10.000000000000000,1980.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,1076.335698005323366,1905.079334799987009,0.000000000000000,11.500000000000000,27.500000000000000,1.000000000000000,_16515
43-Ari-2002-05-08,19.184722220000001,-101.724444399999996,Ario de Rosales,MIGUEL SILVA,"C,. SAN MIGUEL",,,,2002-05-08,2002-05-08,"1",0.000000000000000,"2","2",5.000000000000000,NA,NA,lluvias,"2002","1",126.159999999999997,18.446619033813477,1685.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,0.000000000000000,798.615313862291259,397.383778068896106,1033.579881014192551,0.000000000000000,11.500000000000000,27.500000000000000,1.000000000000000,_16515
44-Ari-2002-05-18,19.202777780000002,-101.734722199999993,Ario de Rosales,MIGUEL SILVA,LAS VIAS,,,,2002-05-18,2002-05-18,"0",0.000000000000000,"3","2",5.000000000000000,NA,NA,lluvias,"2002","1",126.159999999999997,37.950992584228516,1808.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,537.912295142132734,470.963585630845330,303.195640642474984,1383.087780412120992,12.300000000000001,11.000000000000000,20.500000000000000,40.399999999999999,_16515
45-Ari-2003-03-27,19.183611110000001,-101.700277799999995,Ario de Rosales,SN MIGUEL,Co. De SN MIGUEL,,,,2003-03-27,2003-03-27,"0",0.000000000000000,"2","0",2.000000000000000,NA,NA,secas,"2003","1",79.790000000000006,12.692955017089844,1761.000000000000000,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,285.434336311704953,192.881096873583573,1556.009765693571808,1337.993127195560646,0.000000000000000,4.000000000000000,24.000000000000000,0.000000000000000,_16515
46-Ari-2003-04-04,19.258888890000001,-101.750277800000006,Ario de Rosales,SN JOSE DE CHUEN,LA LOMA,,,,2003-04-04,2003-04-04,"0",0.000000000000000,"2","0",2.000000000000000,NA,NA,secas,"2003","1",79.790000000000006,12.133516311645508,1755.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,155.324438055566787,1864.276272727129253,1621.553501396116644,0.000000000000000,9.000000000000000,27.500000000000000,0.000000000000000,_16515
47-Ari-2003-04-14,19.171666670000000,-101.663888900000003,Ario de Rosales,EL AGOSTADERO,LA PEQUEÑA,,,,2003-04-14,2003-04-14,"2",1.000000000000000,"1","0",4.000000000000000,NA,NA,secas,"2003","1",112.840000000000003,17.834112167358398,1987.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,114.594445981997424,360.963654978650993,4949.176929731567725,1415.097933487372529,0.000000000000000,7.000000000000000,26.000000000000000,0.000000000000000,_16515
48-Ari-2003-04-14,19.240833330000001,-101.738888900000006,Ario de Rosales,ARIO DE ROSALES,Coi. SN MIGUEL,,,,2003-04-14,2003-04-14,"2",0.000000000000000,"8","0",10.000000000000000,NA,NA,secas,"2003","1",178.409999999999997,10.069205284118652,1766.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,30.869479746200629,0.000000000000000,531.208981809715283,3784.377652804762874,0.000000000000000,7.000000000000000,26.000000000000000,0.000000000000000,_16515
49-Ari-2003-04-22,19.202222219999999,-101.730555600000002,Ario de Rosales,ARIO DE ROSALES,Co. SAN MIGUEL,,,,2003-04-22,2003-04-22,"1",0.000000000000000,"0","1",2.000000000000000,NA,NA,secas,"2003","1",79.790000000000006,3.726779937744141,1979.000000000000000,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,528.339536317215220,418.067968056114466,718.839855666370795,943.501813210801970,0.000000000000000,10.500000000000000,27.500000000000000,0.000000000000000,_16515
50-Ari-2003-04-25,19.255833330000002,-101.656944400000000,Ario de Rosales,Ej. LA SANDIA,LA PEQUEÑA,,,,2003-04-25,2003-04-25,"2",0.000000000000000,"6","0",8.000000000000000,NA,NA,secas,"2003","1",159.580000000000013,3.726779937744141,2179.000000000000000,C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,873.125406483025131,1795.267799079372708,0.000000000000000,8.500000000000000,26.500000000000000,0.000000000000000,_16515
51-Ari-2003-04-26,19.169722220000001,-101.750833299999996,Ario de Rosales,ARIO DE ROSALES,PALMA CUATA,,,,2003-04-26,2003-04-26,"3",0.000000000000000,"1","0",4.000000000000000,NA,NA,secas,"2003","1",112.840000000000003,2.357022523880005,1443.000000000000000,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,189.823734076330965,1827.095647704636576,0.000000000000000,8.500000000000000,27.500000000000000,0.000000000000000,_16515
52-Ari-2003-05-11,19.167500000000000,-101.748611100000005,Ario de Rosales,DR. MIGUEL SILVA,EL VALLE,,,,2003-05-11,2003-05-11,"0",0.000000000000000,"2","0",2.000000000000000,NA,NA,lluvias,"2003","1",79.790000000000006,1.178511261940002,1431.000000000000000,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,22.780389198297168,0.000000000000000,332.847416356895337,1554.296297702232778,0.000000000000000,8.500000000000000,25.500000000000000,0.000000000000000,_16515
53-Ari-2003-05-12,19.210277779999998,-101.747777799999994,Ario de Rosales,LA PEQUEÑA,Co. DEL MALPAIS,,,,2003-05-12,2003-05-12,"3",3.000000000000000,"4","3",13.000000000000000,NA,NA,lluvias,"2003","1",203.419999999999987,16.029487609863281,1587.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,165.934021119999727,414.518695686483909,1156.410805554373155,2738.507689792825659,0.000000000000000,9.000000000000000,26.000000000000000,0.000000000000000,_16515
54-Ari-2003-05-13,19.121666670000000,-101.675555599999996,Ario de Rosales,URAPITA,LAS LAJITAS,,,,2003-05-13,2003-05-13,"0",0.000000000000000,"1","1",2.000000000000000,NA,NA,lluvias,"2003","1",79.790000000000006,13.176156997680664,1860.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,138.516434924230026,0.000000000000000,1593.464510769574417,3348.268091191191616,0.000000000000000,8.000000000000000,28.000000000000000,0.000000000000000,_16515
55-Ari-2003-05-14,19.167500000000000,-101.741666699999996,Ario de Rosales,EL VALLE,EL VALLE,,,,2003-05-14,2003-05-14,"0",1.000000000000000,"1","0",2.000000000000000,NA,NA,lluvias,"2003","1",79.790000000000006,6.009252071380615,1452.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,35.814785659411669,0.000000000000000,207.786562800244155,834.842967472460714,0.000000000000000,9.500000000000000,26.500000000000000,0.000000000000000,_16515
56-Ari-2003-05-20,19.212499999999999,-101.727777799999998,Ario de Rosales,ARIO DE ROSALES,BASURERO MPAL.,,,,2003-05-20,2003-05-20,"0",1.000000000000000,"3","0",4.000000000000000,NA,NA,lluvias,"2003","1",112.840000000000003,17.677669525146484,1782.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,213.930098747204482,718.201262808702836,0.000000000000000,9.000000000000000,26.000000000000000,0.000000000000000,_16515
57-Ari-2003-05-25,19.187500000000000,-101.750555599999998,Ario de Rosales,EL CUNDAS,Co. SN MIGUEL,,,,2003-05-25,2003-05-25,"0",1.000000000000000,"3","0",4.000000000000000,NA,NA,lluvias,"2003","1",112.840000000000003,18.295415878295898,1531.000000000000000,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,51.688586659146736,115.853407680174257,1549.857170404725366,2934.654878411078698,0.000000000000000,11.500000000000000,25.000000000000000,26.000000000000000,_16515
58-Ari-2003-05-28,19.195833329999999,-101.802777800000001,Ario de Rosales,LOS NEGROS,Co. EL CONEJO,,,,2003-05-28,2003-05-28,"1",0.000000000000000,"10","2",13.000000000000000,NA,NA,lluvias,"2003","1",203.419999999999987,10.137937545776367,1365.000000000000000,Aw0(w),Cálido subhúmedo,Bosque de encino/veg secundaria herbácea,767.478280004131307,1417.927258561220469,1252.944556016000433,2105.824846155337582,0.000000000000000,17.000000000000000,38.000000000000000,4.000000000000000,_16012
59-Ari-2003-05-31,19.103333330000002,-101.798611100000002,Ario de Rosales,LA CUESTA ALTA,Co. LA MUERTA,,,,2003-05-31,2003-05-31,"0",0.000000000000000,"3","0",3.000000000000000,NA,NA,lluvias,"2003","1",97.719999999999999,25.000000000000000,1352.000000000000000,Aw0(w),Cálido subhúmedo,Bosque Pino encino/veg primaria,1098.271841690301244,676.593456954050225,3681.255938298304500,6938.076380216271900,0.000000000000000,19.000000000000000,41.000000000000000,4.000000000000000,_16012
60-Ari-2003-05-31,19.111666670000002,-101.610833299999996,Ario de Rosales,CIENEGUILLA DEL HUERTO,BARRANCA EL PASO,,,,2003-05-31,2003-05-31,"2",0.000000000000000,"7","2",11.000000000000000,NA,NA,lluvias,"2003","1",187.120000000000005,28.012893676757813,2098.000000000000000,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,16.183234866064058,344.445893231582829,2866.953216312115273,2638.922301579525083,0.000000000000000,12.500000000000000,26.000000000000000,30.500000000000000,_16515
61-Ari-2003-05-31,19.034722219999999,-101.703333299999997,Ario de Rosales,PALMA CUATA,Co. LA VENTANA,,,,2003-05-31,2003-05-31,"2",1.000000000000000,"2","0",5.000000000000000,NA,NA,lluvias,"2003","1",126.159999999999997,27.208045959472656,1337.000000000000000,Aw0(w),Cálido subhúmedo,Pastizal inducido pastizal cultivado,94.307816126429273,1715.083882073358836,5050.077989780047574,9281.909625328593393,0.000000000000000,14.000000000000000,36.000000000000000,0.000000000000000,"16230"
62-Ari-2004-03-19,19.068055560000001,-101.718888899999996,Ario de Rosales,POTREROS DEL TIGRE,C. DEL TOMATILLO,,,,2004-03-19,2004-03-19,"2",2.000000000000000,"0","3",7.000000000000000,NA,NA,secas,"2004","1",149.270000000000010,25.000000000000000,1669.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,445.086064141386487,1135.043732095917903,4977.522126193229269,5282.898276239115148,0.000000000000000,27.500000000000000,38.000000000000000,0.000000000000000,_16047
63-Ari-2004-03-28,19.183333330000000,-101.633888900000002,Ario de Rosales,EL CHUPADERO,LA BARRA,,,,2004-03-28,2004-03-28,"0",0.000000000000000,"1","0",1.000000000000000,NA,NA,secas,"2004","1",56.420000000000002,25.873624801635742,2171.000000000000000,C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,12.019197998794247,3388.735640246856747,360.597898673186933,0.000000000000000,6.000000000000000,25.000000000000000,0.000000000000000,_16515
64-Ari-2004-03-29,19.116666670000001,-101.768055599999997,Ario de Rosales,LA CEBADILLA,LA CEBADILLA,,,,2004-03-29,2004-03-29,"0",10.000000000000000,"5","5",20.000000000000000,NA,NA,secas,"2004","1",252.310000000000002,34.176826477050781,1499.000000000000000,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1007.928900073414411,156.966635432288285,1912.915720596441815,3632.072029596045013,0.000000000000000,10.000000000000000,35.000000000000000,0.000000000000000,_16012
65-Ari-2004-04-03,19.068055560000001,-101.650555600000004,Ario de Rosales,Ej. EL DURAZNO,EL CARACOL,,,,2004-04-03,2004-04-03,"0",2.000000000000000,"0","0",2.000000000000000,NA,NA,secas,"2004","1",79.790000000000006,6.009252071380615,2054.000000000000000,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,546.505953287432931,1120.596967661098006,5321.634264117870771,0.000000000000000,24.000000000000000,32.000000000000000,0.000000000000000,_16047
66-Ari-2004-04-13,19.199999999999999,-101.633333300000004,Ario de Rosales,Ej. LA MEZA,EL MANAZANILLO,,,,2004-04-13,2004-04-13,"2",0.000000000000000,"1","0",3.000000000000000,NA,NA,secas,"2004","1",97.719999999999999,29.814239501953125,2256.000000000000000,C(w2)(w),Templado subhúmedo,Cultivo perenne,1.856768553084666,8.440715249754589,1556.575414260396883,1004.679750597881139,0.000000000000000,6.500000000000000,24.500000000000000,6.200000000000000,_16515
67-Ari-2004-04-13,19.233888889999999,-101.733333299999998,Ario de Rosales,Ej. COLORIN,Co. DEL BANCO,,,,2004-04-13,2004-04-13,"0",0.000000000000000,"5","2",7.000000000000000,NA,NA,secas,"2004","1",149.270000000000010,6.871842861175537,1819.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,506.304651619906281,2821.722366499192958,0.000000000000000,6.500000000000000,24.500000000000000,6.200000000000000,_16515
68-Ari-2004-04-15,19.084166669999998,-101.667222199999998,Ario de Rosales,URAPA,LA JABONERA,,,,2004-04-15,2004-04-15,"0",5.000000000000000,"1","0",6.000000000000000,NA,NA,secas,"2004","1",138.199999999999989,27.411474227905273,1997.000000000000000,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,759.969882668905711,4367.461867546350732,0.000000000000000,24.000000000000000,33.000000000000000,0.000000000000000,_16047
69-Ari-2004-04-15,19.267777779999999,-101.633333300000004,Ario de Rosales,Ej. EL ARENAL,EL CAJETE,,,,2004-04-15,2004-04-15,"0",5.000000000000000,"0","7",12.000000000000000,NA,NA,secas,"2004","1",195.439999999999998,13.176156997680664,2278.000000000000000,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,64.808755396758187,0.000000000000000,2807.995379518343725,3026.166769869935251,0.000000000000000,6.500000000000000,25.000000000000000,6.200000000000000,_16515
70-Ari-2004-04-17,19.100833330000000,-101.668055600000002,Ario de Rosales,URAPITA,Co. LA TUNA,,,,2004-04-17,2004-04-17,"1",0.000000000000000,"1","1",3.000000000000000,NA,NA,secas,"2004","1",97.719999999999999,13.743685722351074,1815.000000000000000,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0.000000000000000,0.000000000000000,158.278309729882153,3180.395306513967171,0.000000000000000,10.000000000000000,27.500000000000000,6.200000000000000,_16515
71-Ari-2004-04-23,19.234722219999998,-101.683333300000001,Ario de Rosales,TUNUACUARO,Co. LAS VIGAS,,,,2004-04-23,2004-04-23,"0",0.000000000000000,"2","2",4.000000000000000,NA,NA,secas,"2004","1",112.840000000000003,7.546154499053955,2043.000000000000000,C(w2)(w),Templado subhúmedo,Cultivo perenne,150.714273392413048,0.000000000000000,1030.640674480471716,42.473872009370680,0.000000000000000,7.500000000000000,23.500000000000000,6.200000000000000,_16515
72-Ari-2004-04-26,19.018055560000001,-101.683333300000001,Ario de Rosales,EL ORTIGAL,Co. JAVALIN,,,,2004-04-26,2004-04-26,"0",0.000000000000000,"4","0",4.000000000000000,NA,NA,secas,"2004","1",112.840000000000003,50.607421875000000,1384.000000000000000,(A)C(w1)(w),Templado subhúmedo,Selva baja caducifolia/veg secundaria,163.156220285554582,224.642556639391756,4243.750575041885895,11610.847168302940190,0.000000000000000,22.000000000000000,34.000000000000000,0.000000000000000,_16047
73-Ari-2004-04-26,19.251388890000001,-101.766666700000002,Ario de Rosales,SAN J. DE CHUEN,CO. GRANDE,,,,2004-04-26,2004-04-26,"0",0.000000000000000,"2","3",5.000000000000000,NA,NA,secas,"2004","1",126.159999999999997,8.975275039672852,1564.000000000000000,(A)C(w2)(w),Templado subhúmedo,Pastizal inducido pastizal cultivado,238.710076371450270,0.000000000000000,3186.857250296746315,2508.248818643335198,0.000000000000000,7.000000000000000,26.000000000000000,6.200000000000000,_16515
